image_name,BoxesString
006552.png,76 48 91 61
000460.png,24 36 40 51
001659.png,20 15 36 30
001096.png,63 2 79 19
003105.png,4 106 16 117
009172.png,76 99 88 111
006453.png,72 46 87 62
008918.png,16 50 29 64
003357.png,73 30 94 51
002325.png,110 4 122 16
005220.png,2 41 18 57
009832.png,108 89 128 103
005230.png,102 67 118 81
003940.png,78 67 95 84
004546.png,16 79 29 94
003712.png,84 22 106 42
005709.png,27 18 37 28
007078.png,44 32 66 53
007577.png,78 92 89 102
001286.png,68 6 83 20
005762.png,95 103 112 121
002875.png,69 45 81 57
008351.png,3 23 17 35
002611.png,97 76 113 93
004538.png,101 4 114 17
007304.png,88 45 99 55
006164.png,70 3 88 17
008258.png,81 97 92 108
000699.png,112 29 124 43
002963.png,83 110 102 126
002893.png,108 52 119 62
007934.png,81 35 94 46
008731.png,82 73 92 83
008507.png,3 104 17 118
004887.png,83 100 94 113
000936.png,84 42 102 59
009742.png,95 47 107 58
001771.png,38 54 49 65
007821.png,64 111 75 122
000291.png,4 15 19 34
000041.png,47 15 59 27
002886.png,5 50 15 60
005064.png,52 106 68 122
006945.png,111 18 125 30
004637.png,65 96 75 106
006486.png,94 72 114 92
002768.png,110 45 123 58
002455.png,90 65 107 83
002724.png,13 5 24 15
001267.png,29 111 43 125
000054.png,47 47 66 64
006255.png,96 24 108 36
004162.png,111 38 125 51
000727.png,3 81 17 94
004650.png,31 49 45 64
007868.png,53 1 72 19
007509.png,106 11 124 31
003234.png,41 25 53 38
005286.png,2 110 19 126
001887.png,13 106 29 122
009791.png,14 112 28 124
007315.png,45 17 60 32
002361.png,69 73 83 88
008019.png,100 77 112 90
002649.png,31 19 41 29
006243.png,46 20 58 32
009220.png,4 48 16 61
001084.png,96 91 112 107
009851.png,99 10 113 25
004275.png,71 62 87 77
001305.png,86 4 100 16
009539.png,83 106 98 123
001038.png,18 41 28 51
008930.png,81 98 97 117
009691.png,92 2 108 18
001907.png,110 80 126 96
000636.png,100 89 112 101
001055.png,49 53 60 65
002964.png,69 95 86 111
002366.png,21 11 31 21
002668.png,3 104 17 117
000125.png,102 5 113 16
004165.png,94 15 107 29
003694.png,8 113 18 123
001663.png,85 94 105 114
009425.png,83 41 97 57
005174.png,72 42 90 56
000124.png,106 7 123 23
002119.png,44 41 57 55
000407.png,65 5 76 15
001823.png,71 78 86 92
008990.png,81 110 92 124
003096.png,37 67 56 85
000898.png,28 110 39 120
009356.png,30 112 42 124
008838.png,50 88 64 104
000175.png,112 5 122 15
002380.png,13 102 28 121
006503.png,13 20 25 32
003894.png,33 68 47 81
008555.png,5 58 15 69
001618.png,77 68 90 82
000508.png,113 33 123 43
003528.png,45 48 62 65
002525.png,0 15 20 30
004943.png,100 96 115 108
004134.png,81 113 92 123
009416.png,44 111 57 125
005800.png,43 2 59 19
004771.png,85 15 102 30
009026.png,108 108 127 128
003492.png,112 102 124 114
000790.png,42 11 56 31
003846.png,57 111 71 125
001636.png,66 36 82 51
001261.png,18 16 31 27
006495.png,14 83 24 93
002087.png,87 96 100 111
002580.png,4 75 16 88
006489.png,75 75 85 86
007638.png,111 10 125 27
002499.png,111 95 125 109
008490.png,40 7 53 19
003161.png,3 4 17 18
009965.png,71 53 83 67;87 94 99 108;1 110 11 118
004914.png,74 78 87 92
004102.png,45 97 61 112
008169.png,10 46 24 60
008524.png,54 113 64 123
009519.png,65 85 81 99
009347.png,93 4 104 16
004350.png,8 58 21 72
003197.png,74 104 85 115
002200.png,0 73 20 91
003263.png,5 113 15 123
008937.png,46 106 60 120
002328.png,66 15 83 33
007684.png,44 51 60 68
003901.png,107 57 117 67
001366.png,34 76 51 94
001822.png,21 9 32 20
005648.png,102 9 119 25
004447.png,73 111 83 122
001756.png,62 34 73 45
002931.png,49 24 61 36
007450.png,95 96 105 106
002037.png,110 89 126 105
002958.png,79 28 89 38
005984.png,58 107 68 118
003208.png,81 106 91 116
009734.png,5 24 15 34
004271.png,15 40 36 56
002075.png,56 109 75 127
003658.png,53 66 68 80
002943.png,104 106 116 119
001848.png,6 60 24 79
002065.png,42 2 54 18
009331.png,74 102 87 114
001905.png,2 74 19 89
008416.png,71 105 84 118
006787.png,4 111 16 125
000341.png,39 23 50 34
006483.png,33 74 43 84
006437.png,61 45 79 64
009975.png,100 28 112 38;73 53 87 65;103 77 117 91
000200.png,41 8 52 20
003254.png,46 17 62 32
000770.png,30 72 42 83
008203.png,70 60 81 71
003784.png,78 64 90 76
000032.png,58 105 72 122
006022.png,88 5 99 15
007573.png,112 77 124 89
000918.png,82 103 92 113
005766.png,82 63 95 77
001488.png,80 5 90 15
008102.png,113 95 123 106
004622.png,37 27 49 39
004768.png,70 4 82 16
002170.png,33 57 50 73
003986.png,5 20 15 31
004330.png,72 4 89 21
000405.png,2 85 18 100
003902.png,21 45 39 61
005716.png,57 95 67 106
008218.png,56 48 73 67
005242.png,66 8 76 18
001947.png,80 27 95 42
009710.png,110 96 126 110
001993.png,96 6 107 17
004514.png,65 106 75 116
008620.png,18 33 34 48
002679.png,19 69 32 81
007880.png,72 79 85 93
009692.png,99 73 112 86
003259.png,6 68 17 78
004581.png,12 109 25 124
004753.png,112 38 124 50
008212.png,108 108 128 128
000219.png,35 62 48 74
001601.png,88 88 100 101
001404.png,71 78 88 95
003635.png,12 83 23 95
002804.png,111 2 123 18
003469.png,87 2 109 18
002889.png,78 57 89 69
006886.png,79 37 91 50
006724.png,47 97 57 108
007654.png,0 87 20 106
001130.png,48 31 67 49
001059.png,100 81 115 96
001678.png,2 62 18 79
008998.png,20 59 35 73
005358.png,57 110 69 123
009385.png,3 65 17 81
008457.png,111 81 121 92
006707.png,91 110 104 122
003907.png,30 67 44 82
009668.png,97 61 113 80
005821.png,95 95 107 107
009300.png,3 111 17 125
009498.png,46 14 64 31
004593.png,90 88 108 105
009547.png,35 33 45 44
004568.png,0 19 20 35;0 20 12 32
009910.png,90 10 100 20;43 21 55 33;75 48 85 60
000156.png,12 32 34 52
002533.png,75 28 88 41
009102.png,52 4 63 16
004105.png,97 113 109 123
005445.png,25 109 42 127
006582.png,86 97 99 110
007061.png,64 38 77 51
009375.png,27 56 38 67
000106.png,15 80 32 100
008805.png,23 26 37 39
003022.png,42 95 59 113
008889.png,90 107 107 125
002337.png,50 87 68 105
001035.png,38 66 50 79
006318.png,38 110 54 126
000915.png,2 3 18 17
008039.png,78 109 96 123
009657.png,23 109 36 122
008426.png,88 12 105 29
001016.png,7 25 24 42
000783.png,14 3 29 17
003801.png,43 50 55 61
001703.png,48 98 62 114
002879.png,62 24 72 34
005691.png,87 78 103 94
000861.png,113 7 123 18
001444.png,11 32 23 44
008639.png,1 1 19 19
009226.png,86 102 97 112
007272.png,83 5 94 15
002706.png,87 25 100 38
004176.png,42 12 54 25
004163.png,90 21 103 38
004412.png,3 94 19 110
002922.png,21 39 35 55
007972.png,39 88 55 104
007879.png,106 47 122 69
008350.png,42 84 55 96
006789.png,32 61 43 71
005936.png,93 44 110 60
009059.png,94 5 106 16
003641.png,73 111 86 125
007143.png,112 112 124 124
000265.png,36 94 50 110
002690.png,54 111 66 122
007454.png,102 53 113 64
004954.png,93 7 105 20
003235.png,57 113 69 123
001429.png,75 41 89 56
002646.png,93 57 106 69
008332.png,41 52 55 69
000171.png,40 106 59 126
008725.png,96 71 110 84
008953.png,63 72 76 85
002054.png,10 48 21 60
001377.png,93 33 106 43
007411.png,77 2 92 18
000711.png,6 87 18 98
006634.png,9 15 19 25
009196.png,102 12 116 25
000160.png,107 56 119 71
005214.png,45 11 58 24
005095.png,68 63 79 74
009790.png,37 111 52 125
003882.png,5 24 15 35
005781.png,45 16 59 30
005750.png,88 72 99 83
007394.png,55 48 68 62
004502.png,81 48 95 63
002842.png,109 100 127 116
000359.png,20 28 37 42
005195.png,4 105 16 118
002810.png,78 100 94 117
007918.png,47 16 59 29
009702.png,18 109 31 122
008791.png,78 4 91 16
007734.png,18 46 35 65
003898.png,65 13 81 28
002120.png,106 113 116 123
007256.png,16 21 27 31
001356.png,79 92 91 105
005208.png,2 110 18 126
001748.png,100 40 115 57
000891.png,86 23 103 43
005571.png,4 1 22 19
006734.png,5 30 15 40
009314.png,10 17 20 27
004373.png,31 108 46 120
009029.png,69 64 85 79
003770.png,87 105 101 119
000645.png,92 0 112 21
007999.png,35 25 48 37
003023.png,31 95 48 112
003877.png,5 66 17 78
001607.png,35 107 53 124
008781.png,92 13 104 25
003086.png,6 14 17 27
001890.png,107 33 119 47
007309.png,23 63 36 78
007421.png,101 104 119 122
006710.png,24 79 39 96
002077.png,106 3 120 17
008477.png,24 101 34 112
009528.png,64 3 77 20
009589.png,53 54 63 64
002551.png,35 5 50 21
007137.png,4 41 16 53
008737.png,100 41 114 55
006605.png,4 8 16 23
007317.png,111 10 125 25
000634.png,88 6 104 20
005142.png,70 77 80 88
000619.png,68 39 83 60
008944.png,5 1 21 19
003700.png,90 81 105 96
008674.png,11 38 25 50
001222.png,62 31 74 44
007211.png,56 109 72 123
005149.png,29 58 42 70
009876.png,89 110 104 126
002140.png,110 70 126 84
004312.png,112 5 124 15
004235.png,13 16 23 28
000706.png,3 29 17 44
001319.png,111 110 125 126
002661.png,15 111 29 125
001660.png,26 60 44 80
006793.png,94 4 106 16
009565.png,110 20 126 36
001102.png,21 60 31 70
006795.png,108 103 128 120
000761.png,87 22 97 32
007904.png,24 99 37 111
004555.png,32 106 48 120
005886.png,64 91 82 106
008259.png,43 92 54 103
009465.png,38 37 49 48
003645.png,80 55 97 74
006686.png,12 7 26 22
000705.png,73 58 85 70
005198.png,27 33 40 46
008288.png,6 30 20 45
001085.png,70 110 81 121
002683.png,58 68 73 82
007655.png,44 46 54 56
000635.png,74 54 84 64
003346.png,13 42 24 55
000039.png,96 73 109 84
005961.png,30 31 41 41
009283.png,68 77 86 92
002439.png,99 99 109 110
001043.png,64 56 76 68
008409.png,32 5 43 15
009773.png,3 12 17 24
001396.png,20 4 32 16
004719.png,37 78 53 94
005770.png,20 34 38 48
008087.png,71 111 85 125
009340.png,108 78 118 88
004507.png,94 91 107 105
006733.png,57 10 73 24
001301.png,62 5 73 19
005485.png,67 33 83 50
003515.png,111 3 125 17
006848.png,1 72 19 85
000080.png,3 29 17 45
006646.png,49 27 60 39
009534.png,26 52 37 62
005342.png,55 91 71 108
002002.png,70 81 88 101
000907.png,58 3 70 16
000082.png,107 50 118 62
005384.png,9 37 22 50
001850.png,65 22 81 38
009486.png,9 63 21 75
006098.png,58 58 70 69
005849.png,103 87 121 105
006767.png,104 29 116 41
005462.png,73 4 86 16
000904.png,61 17 82 39
000805.png,82 54 95 65
005572.png,31 107 50 126
007898.png,8 74 18 84
001227.png,48 95 61 110
004783.png,6 2 25 18
000821.png,31 79 48 98
000671.png,38 111 58 125
002029.png,106 103 118 116
005053.png,33 69 46 84
005314.png,67 8 77 18
006288.png,1 46 19 62
008743.png,4 95 16 108
007925.png,64 44 80 60
009696.png,73 48 89 65
007551.png,16 2 30 18
001784.png,70 73 88 95
008544.png,62 69 74 83
007014.png,66 47 78 58
002728.png,111 33 125 48
008691.png,39 81 60 96
007430.png,78 110 89 122
004021.png,100 4 115 16
006089.png,2 102 18 117
008936.png,109 91 126 104
001593.png,95 4 107 16
001661.png,37 8 47 19
007153.png,88 68 103 85
005867.png,112 10 124 22
000473.png,111 3 125 17
005862.png,51 101 63 112
004401.png,108 109 123 127
007944.png,90 95 104 109
001266.png,5 22 15 33
004079.png,3 71 17 84
004993.png,64 76 74 86
005679.png,83 76 94 88
004900.png,61 34 75 50
007806.png,48 97 61 109
003653.png,3 30 17 43
000529.png,54 75 65 89
008452.png,85 30 95 40
009328.png,97 102 113 121
006178.png,64 64 80 83
002809.png,7 40 17 50
005170.png,80 103 91 115
008018.png,100 42 113 58
006531.png,110 110 124 126
005483.png,62 111 78 125
004553.png,15 52 34 71
002774.png,48 3 62 17
005663.png,25 57 36 68
006745.png,111 79 125 92
000105.png,29 82 41 94
004428.png,86 77 104 93
002639.png,100 80 120 100
003816.png,44 13 56 23
007409.png,1 81 20 98
008485.png,2 79 18 92
002038.png,25 14 37 28
004047.png,17 23 28 36
001949.png,11 4 23 16
006742.png,72 87 82 97
007433.png,40 81 51 92
005345.png,17 109 27 119
007731.png,107 112 118 124
006991.png,50 69 62 81
007552.png,21 2 36 18
002127.png,106 45 118 57
006169.png,14 4 27 16
005582.png,75 27 87 38
008738.png,7 27 23 43
000709.png,79 3 94 17
001852.png,18 109 33 125
003599.png,98 86 119 107
003562.png,86 17 101 32
000172.png,84 73 95 84
008987.png,105 25 118 36
006162.png,61 25 81 40
000656.png,54 25 66 37
002536.png,45 30 55 40
001946.png,5 73 15 83
004872.png,64 52 81 68
003418.png,94 81 105 92
008685.png,66 22 77 33
009020.png,70 39 81 51
008472.png,24 98 37 111
007881.png,36 66 50 80
002165.png,18 108 28 118
008619.png,68 41 80 54
005302.png,66 87 84 105
008726.png,50 109 64 127
007816.png,48 76 60 89
005702.png,75 42 85 53
008188.png,28 95 43 110
004554.png,72 83 83 93
008361.png,2 99 18 113
003077.png,39 19 56 36
000751.png,67 65 80 80
005499.png,55 4 69 16
003809.png,31 1 48 19
004556.png,104 31 114 41
007647.png,50 54 61 65
007686.png,71 38 81 48
002464.png,54 9 70 25
000114.png,101 101 113 114
001879.png,110 73 126 93
009760.png,21 113 32 123
002583.png,3 99 17 112
004950.png,45 8 59 24
007817.png,101 91 115 105
004981.png,51 113 61 123
006839.png,47 52 57 63
009318.png,87 100 100 112
000055.png,110 50 126 66
006967.png,70 106 82 119
007194.png,47 55 66 73
002207.png,22 29 38 43
002717.png,9 96 26 113
008417.png,112 86 124 98
005344.png,86 25 101 40
003489.png,109 0 125 20
006918.png,63 1 78 19
002948.png,83 1 104 19
000392.png,79 60 91 73
009210.png,70 100 81 111
007116.png,52 53 62 63
005411.png,45 56 56 67
005199.png,64 96 75 108
006475.png,8 79 22 94
004869.png,111 66 125 81
003740.png,113 5 123 15
001443.png,51 109 65 127
007928.png,97 110 113 126
001930.png,5 89 20 104
009719.png,26 48 44 66
006525.png,53 80 72 99
002840.png,48 101 60 113
001515.png,46 55 60 71
000622.png,3 52 17 66
009036.png,45 16 65 32
004228.png,72 88 85 101
008958.png,19 54 32 68
004076.png,15 74 33 92
002167.png,94 59 113 78
002223.png,47 113 58 123
005396.png,42 65 59 79
006947.png,29 3 43 17
006296.png,112 38 124 50
007952.png,68 5 79 15
002048.png,62 65 79 82
004183.png,80 111 93 124
004371.png,90 1 104 19
005030.png,79 96 93 109
000973.png,54 13 71 31
001135.png,70 109 90 127
006388.png,4 17 16 28
000628.png,84 93 95 106
006203.png,65 30 76 41
002375.png,57 65 77 82
002456.png,20 86 33 99
000107.png,77 83 91 97
003490.png,46 6 65 23
000056.png,47 74 61 87
001162.png,4 36 16 49
009181.png,59 16 73 30
004716.png,82 5 92 15
004757.png,88 93 107 108
004028.png,21 35 36 50
005719.png,82 4 92 16
004189.png,4 68 16 78
008914.png,74 51 88 65
001109.png,97 99 111 112
009972.png,66 42 82 52;115 61 125 71;96 100 106 112
001576.png,83 40 96 52
002236.png,91 92 102 103
006529.png,90 74 105 88
004548.png,3 71 17 87
008692.png,61 26 75 40
006831.png,111 1 125 19
003666.png,90 5 100 15
007526.png,76 99 89 112
003590.png,14 31 26 42
001049.png,74 73 86 85
001254.png,102 18 116 38
002137.png,10 67 22 78
001611.png,33 57 46 69
003768.png,30 3 45 17
008065.png,94 101 114 116
002526.png,80 53 91 64
005718.png,89 56 103 74
003411.png,29 85 41 97
000348.png,5 64 24 84
000158.png,54 88 70 104
009897.png,85 8 98 20
000178.png,58 17 71 32
001098.png,112 27 124 39
007803.png,7 60 20 73
002484.png,69 97 81 108
000069.png,14 5 31 22
000037.png,109 34 127 51
009868.png,24 10 39 23
002359.png,65 112 77 124
004958.png,30 113 40 124
003155.png,45 74 60 94
002935.png,15 78 26 92
001542.png,43 38 56 51
009253.png,18 74 33 95
001146.png,74 35 92 51
000731.png,46 111 57 125
009141.png,80 110 95 124
002121.png,110 57 126 73
006461.png,59 98 74 113
001908.png,41 50 54 65
003963.png,72 13 89 30
007546.png,60 113 72 123
002305.png,34 28 47 42
008947.png,85 46 102 60
009663.png,110 49 124 64
002443.png,6 41 17 51
001124.png,27 112 39 124
007378.png,104 5 116 17
006179.png,106 1 125 19
004577.png,13 33 23 43
008531.png,78 39 91 51
005803.png,25 26 38 39
005854.png,31 48 41 58
002035.png,19 16 33 30
006230.png,7 25 20 40
002402.png,44 2 63 18
006704.png,113 83 123 93
000547.png,29 23 39 33
005949.png,13 52 25 65
008678.png,90 2 106 21
008424.png,73 82 86 99
005465.png,33 3 48 17
003928.png,83 92 93 104
009072.png,52 38 67 51
008298.png,35 89 45 99
008926.png,43 40 58 54
005806.png,107 14 121 27
004045.png,87 71 98 85
001250.png,110 38 126 52
002405.png,59 2 80 18
009143.png,113 68 123 79
008579.png,84 62 102 79
003151.png,109 15 122 26
006010.png,43 110 54 123
001766.png,77 36 91 54
004293.png,9 28 22 42
001658.png,3 5 18 18
000913.png,27 45 40 58
001777.png,5 23 24 42
009525.png,94 51 110 65
000841.png,3 78 17 95
000450.png,36 6 46 16
003399.png,112 30 124 42
008810.png,89 98 107 116
000146.png,13 16 28 31
001218.png,98 59 115 77
006805.png,23 111 36 124
005828.png,10 106 24 124
001587.png,4 82 16 95
008254.png,112 13 124 25
002436.png,97 113 107 123
005044.png,77 34 89 47
009304.png,91 7 105 21
009884.png,47 91 57 101
008230.png,11 71 25 85
001874.png,113 95 123 105
006120.png,51 68 69 82
006662.png,76 10 90 22
006587.png,63 58 79 73
009896.png,113 92 123 102
000977.png,112 98 124 110
003971.png,17 106 31 119
001564.png,29 8 44 22
001975.png,48 113 58 123
005797.png,73 35 86 48
002897.png,39 58 49 68
000969.png,108 57 119 68
004988.png,50 57 60 68
009114.png,17 87 29 99
002505.png,61 64 72 76
009951.png,73 10 83 20;120 14 128 26;107 99 119 111
002144.png,36 92 46 103
008109.png,107 112 121 124
005896.png,63 54 75 67
007674.png,12 42 33 63
002148.png,48 29 60 41
006355.png,20 107 33 119
002388.png,105 104 116 115
001800.png,63 102 80 120
004638.png,63 54 76 68
002133.png,58 60 69 71
008257.png,57 74 68 85
006016.png,38 81 51 94
005459.png,105 93 116 104
007258.png,49 18 60 28
004699.png,90 82 106 98
005019.png,24 33 34 44
000127.png,95 88 112 106
001168.png,33 37 43 47
003502.png,31 15 43 26
001886.png,90 1 104 19
007933.png,113 69 123 79
009131.png,103 63 121 80
004354.png,35 23 48 36
000358.png,10 8 26 25
006972.png,92 104 104 116
005377.png,78 22 89 32
009558.png,84 6 94 16
004380.png,11 55 23 66
001007.png,33 70 47 90
002434.png,5 112 15 124
008798.png,52 48 70 67
007122.png,22 45 34 57
001025.png,46 43 60 56
003467.png,80 28 93 41
005081.png,23 3 38 17
006080.png,97 112 107 123
006782.png,31 10 41 20
001951.png,81 4 92 15
001416.png,18 36 28 46
002558.png,2 100 18 113
009968.png,117 4 128 20;41 38 53 48;106 44 116 54
005092.png,81 68 94 82
002665.png,84 2 103 18
004807.png,38 93 50 106
008375.png,63 77 76 91
001078.png,21 29 32 40
008804.png,108 36 118 47
005615.png,27 36 39 50
005413.png,43 89 54 100
002722.png,68 88 81 100
003684.png,17 56 30 69
005212.png,37 9 55 25
004182.png,97 79 107 89
003555.png,76 32 95 50
005946.png,6 75 16 85
004118.png,16 2 31 18
007115.png,4 88 16 100
005181.png,81 83 98 99
005087.png,86 45 102 61
007695.png,3 52 17 64
005950.png,24 34 41 52
003587.png,11 14 26 30
008303.png,79 57 94 71
006121.png,12 61 24 73
005561.png,22 84 40 99
008655.png,91 86 104 99
009817.png,87 41 101 55
004797.png,15 2 35 18
008642.png,86 56 100 69
002348.png,41 50 57 65
008384.png,11 89 23 100
000698.png,106 68 126 85
002936.png,65 111 81 125
004234.png,20 39 35 52
000791.png,37 88 47 99
007075.png,4 111 16 122
009899.png,20 109 30 120
003386.png,31 112 41 123
009024.png,110 32 126 48
008349.png,79 17 92 30
002334.png,86 7 97 18
005877.png,90 82 101 93
006539.png,11 57 28 76
005522.png,49 73 71 94
008582.png,112 21 124 33
002532.png,64 49 82 66
009269.png,91 54 108 70
007161.png,105 56 116 68
005330.png,75 25 90 39
009242.png,111 11 125 27
007453.png,35 17 46 28
001527.png,30 47 46 64
006207.png,14 58 28 70
009241.png,45 34 57 45
004642.png,60 74 72 88
005194.png,113 41 123 52
005773.png,107 37 128 53;107 38 118 49
009916.png,117 13 128 27;40 69 50 79;58 108 70 118
006423.png,70 107 91 123
007392.png,112 61 124 73
005484.png,111 103 125 117
008449.png,90 24 108 40
005346.png,39 89 53 106
008780.png,110 104 126 117
006799.png,112 21 124 34
004053.png,97 19 109 32
008272.png,88 55 99 65
009400.png,109 102 127 124
009554.png,59 110 74 126
003843.png,63 43 75 57
007094.png,3 110 19 126
006411.png,69 101 86 118
002904.png,91 44 103 57
009893.png,26 37 39 51
009983.png,96 27 108 39;98 53 110 65;72 87 88 101
009684.png,7 30 20 45
001001.png,108 49 119 60
002267.png,112 16 124 29
000289.png,3 27 17 41
002146.png,7 37 21 51
004896.png,20 42 37 57
003811.png,22 44 33 54
003925.png,15 1 34 19
000329.png,47 6 57 16
005260.png,92 37 105 54
005891.png,106 82 117 93
000976.png,113 97 123 108
000336.png,67 100 81 113
004200.png,22 90 33 101
008469.png,98 15 113 29
007431.png,112 46 124 57
005401.png,57 32 67 43
009061.png,5 21 15 31
002222.png,111 58 125 71
004157.png,60 16 76 34
009082.png,45 4 58 16
003983.png,111 87 125 102
003988.png,11 85 25 102
007927.png,92 102 104 113
008808.png,60 61 77 78
001906.png,57 104 72 118
006887.png,51 5 62 15
001944.png,42 91 55 106
009317.png,84 15 95 26
003383.png,48 13 62 26
000462.png,23 37 39 51
006519.png,24 30 42 47
009540.png,99 5 119 22
004444.png,51 2 67 18
002012.png,10 59 21 73
003061.png,67 46 81 61
001336.png,48 64 60 75
006382.png,57 88 68 99
007969.png,74 111 88 125
003119.png,110 17 121 28
009532.png,2 18 18 33
001910.png,22 30 42 49
002659.png,58 83 72 96
000302.png,59 78 76 93
000130.png,3 73 18 87
001730.png,19 112 30 124
000415.png,100 29 116 47
009769.png,95 26 110 41
001550.png,40 110 51 120
005523.png,46 27 62 43
003827.png,35 107 47 118
000570.png,102 2 119 18
002230.png,5 3 18 17
005777.png,14 88 28 102
002195.png,72 25 84 37
006660.png,96 47 107 57
004800.png,21 44 36 59
004179.png,20 113 30 123
008854.png,56 18 68 31
001021.png,88 67 102 81
006487.png,83 4 97 16
004816.png,20 35 33 47
001640.png,111 3 125 17
000678.png,31 28 41 38
004813.png,23 18 35 29
003830.png,104 90 116 101
002777.png,106 79 119 90
007740.png,45 4 57 16
002030.png,7 82 18 93
005829.png,5 60 20 75
002960.png,23 65 35 77
008868.png,15 109 32 124
007384.png,97 21 115 35
009420.png,4 102 16 115
002657.png,28 55 41 68
000503.png,43 70 59 86
006052.png,78 9 90 21
009067.png,79 9 91 21
009151.png,44 35 62 53
009368.png,50 108 62 121
001650.png,36 65 48 76
006850.png,69 17 84 32
009962.png,17 2 29 16;116 34 128 44;107 72 117 82
006711.png,111 71 125 85
002876.png,11 107 23 119
009771.png,51 27 66 43
001140.png,63 2 76 18
001106.png,112 50 124 61
000859.png,107 59 117 70
003219.png,4 104 16 119
009171.png,17 70 33 85
005262.png,79 71 95 88
001991.png,46 39 62 56
001128.png,108 25 119 37
008191.png,76 91 91 107
004596.png,112 86 124 96
006399.png,19 111 30 123
006438.png,104 74 117 89
005059.png,110 67 124 81
000949.png,87 29 104 45
001370.png,111 73 125 87
000235.png,66 22 78 35
006977.png,110 13 120 23
003230.png,34 102 50 119
005300.png,75 105 93 122
008315.png,24 103 43 120
007836.png,99 4 110 16
009980.png,79 69 91 81;94 70 106 80;106 118 118 128
001596.png,61 52 76 68
001170.png,110 53 126 70
000149.png,68 29 84 46
000601.png,15 35 34 54
005001.png,81 56 95 70
002930.png,58 62 70 75
004913.png,66 22 77 32
002822.png,56 15 71 30
004039.png,18 37 32 51
008881.png,84 95 94 105
005875.png,108 105 128 124
000723.png,111 7 125 22
003112.png,48 95 62 114
008557.png,39 81 49 92
001778.png,68 61 80 71
001857.png,27 100 38 110
008136.png,109 107 123 122
006407.png,75 45 86 55
009089.png,1 95 19 113
004204.png,53 6 70 26
000372.png,20 74 36 89
003052.png,12 5 22 15
008877.png,65 29 76 40
004909.png,55 92 76 108
005610.png,111 3 125 17
006589.png,84 64 97 77
009856.png,16 9 29 22
004291.png,37 58 48 69
008013.png,92 69 103 80
008367.png,35 19 51 36
004229.png,111 75 125 91
007045.png,84 67 98 80
001563.png,108 97 120 110
002213.png,41 56 59 73
006833.png,32 97 50 112
007015.png,46 50 60 63
006818.png,34 97 48 114
003667.png,3 48 17 61
002188.png,14 39 25 51
004855.png,90 3 103 17
004878.png,71 4 82 16
005999.png,15 103 27 115
001486.png,20 48 38 67
000433.png,39 28 50 38
003130.png,11 103 21 113
009909.png,22 0 32 6;69 19 79 29;17 32 27 42
000757.png,34 111 47 125
000390.png,69 61 82 73
002393.png,45 4 60 16
009413.png,4 67 16 80
002604.png,103 34 119 55
001229.png,111 88 125 101
001373.png,29 44 46 58
002099.png,52 85 67 99
001056.png,6 5 17 16
007033.png,43 32 59 49
006404.png,50 23 61 36
009382.png,78 24 99 44
000261.png,7 110 23 126
002295.png,54 24 72 39
003651.png,22 102 37 115
006112.png,63 22 79 35
008492.png,49 48 65 63
003402.png,43 31 58 46
002470.png,72 80 86 92
008787.png,35 24 51 41
005501.png,53 49 66 62
004728.png,7 105 22 120
004483.png,30 108 43 121
007507.png,27 97 41 112
008000.png,0 108 20 128
007251.png,71 91 87 106
007366.png,27 39 46 55
003186.png,14 86 29 100
009707.png,60 40 78 58
000104.png,39 44 52 59
005817.png,102 90 118 104
008807.png,2 31 18 47
001858.png,17 5 27 16
008741.png,104 24 121 40
005617.png,97 62 114 80
004178.png,64 20 80 41
001092.png,110 54 126 71
001673.png,44 111 62 125
008638.png,3 55 17 70
004751.png,98 16 110 27
001378.png,71 36 83 48
006545.png,5 31 15 41
008153.png,97 37 108 47
003506.png,57 3 71 17
003773.png,113 49 123 60
001460.png,22 26 41 46
009384.png,84 36 102 53
000185.png,70 89 83 102
009782.png,72 16 88 32
000299.png,56 50 67 61
000343.png,99 54 111 66
005602.png,60 109 72 123
002052.png,18 9 32 24
007506.png,16 53 32 68
003320.png,111 89 125 105
009671.png,31 78 44 91
005010.png,77 98 94 112
006697.png,46 70 64 85;46 71 57 82
004918.png,11 82 23 95
004677.png,17 1 36 19
003803.png,21 98 36 114
003600.png,69 108 86 127
005026.png,66 26 83 43
006167.png,37 74 55 91
000233.png,95 51 106 62
005714.png,20 103 36 119
009611.png,100 112 112 124
003887.png,29 107 44 121
008164.png,38 25 52 38
004482.png,3 37 17 49
001271.png,65 110 80 125
002189.png,79 83 94 102
006563.png,68 13 83 29
000257.png,8 42 18 52
005248.png,61 9 80 23
007456.png,24 10 40 24
007245.png,112 112 124 124
007136.png,84 64 100 81
008299.png,5 96 16 106
003131.png,86 62 99 74
001794.png,79 5 89 15
004965.png,5 16 15 26
006145.png,69 9 80 19
006348.png,104 106 117 119
007232.png,58 95 70 107
001977.png,52 2 67 18
002317.png,39 7 55 23
004206.png,35 74 52 86
000967.png,6 17 16 28
001386.png,24 4 36 16
001725.png,6 18 18 30
001638.png,108 50 128 70
007749.png,98 106 113 124
006666.png,112 106 124 118
006065.png,14 47 24 57
002290.png,31 3 47 17
009581.png,25 112 37 124
000253.png,70 97 83 108
006642.png,96 92 108 104
007717.png,6 66 18 78
004451.png,67 9 85 26
